Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.3.json	698	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	10	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-Example.IMMZ.D4.QuestionnaireResponse.4.json	1729	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	0	0	0
fsh-generated/resources/QuestionnaireResponse-IMMZCQuestionnaireResponse1.json	2906	9	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	51	24	0	0	0	0	0	0	0
fsh-generated/resources/Requirements-immz-e-fxnreq.json	6348	9	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	58	31	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-IMMZCRegisterClient.json	10763	21	1	0	0	0	0	97	0	68	0	0	1	0	0	0	0	0	0	0	124	847	0	0	0	0	4	0	8
fsh-generated/resources/StructureDefinition-IMMZD1clienthistorymeasles.json	9034	18	0	0	0	0	0	57	0	48	0	0	0	0	0	0	0	1	0	0	99	298	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-IMMZD4CheckContraindications.json	2337	6	0	0	0	0	0	27	0	15	0	0	0	0	0	0	0	0	0	0	34	276	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-SGImmunization.json	1851	7	0	0	0	0	0	333	0	238	0	0	0	0	0	0	0	3	0	0	242	745	0	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-SGMedicationClassification.json	1536	7	0	0	0	0	0	42	0	22	0	0	0	0	0	0	0	0	0	0	44	137	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-SGVaccineProduct.json	1744	6	0	0	0	0	0	152	1	79	0	0	0	0	0	0	0	0	0	0	137	442	0	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-SGVaccineProposal.json	2120	8	0	0	0	0	0	287	0	238	0	0	0	0	0	0	0	1	0	0	371	819	0	0	1	0	7	0	1
fsh-generated/resources/StructureDefinition-SGVaccineRequest.json	1623	6	0	0	0	0	0	227	0	163	0	0	4	0	0	0	0	0	0	0	332	571	0	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-sg-ext-administeredProduct.json	1652	6	0	0	0	0	0	32	0	23	0	0	0	0	0	0	0	0	0	0	49	103	0	0	0	0	2	0	0
fsh-generated/resources/ValueSet-IMMZ-C-DE5.json	843	5	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	11	170	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE10.json	778	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	166	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE35.json	691	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	163	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE52.json	851	12	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	168	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE56.json	882	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	163	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE61.json	796	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	157	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE65.json	722	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	157	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE68.json	865	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	184	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE73.json	772	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	169	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE84.json	725	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	165	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ-D1.DE87.json	712	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	164	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-IMMZ.D4.DE161.json	1050	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	10	159	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VSMeaslesVaccineProducts.json	538	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	158	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-VaccineTypes.json	444	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	182	0	0	0	0	1	0	0
input/maps/IMMZCLMToPatient.fml	1794	19	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	1	0	0	36	26	0	0	0	0	1	0	0
input/maps/IMMZCQRToLM.fml	2676	21	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	42	25	0	0	0	0	1	0	1
input/maps/IMMZCQRToPatient.fml	3430	8	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	18	17	0	0	0	0	1	0	0
input/maps/IMMZD4LMToResources.fml	805	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	19	14	0	0	0	0	0	0	0
input/maps/IMMZD4QRToLM.fml	706	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	15	12	0	0	0	0	1	0	0
input/maps/IMMZD4QRToResources.fml	952	7	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	17	13	0	0	0	0	0	0	0
input/resources/device/cqf-tooling.json	496	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0	0
input/resources/library/FHIRCommon.json	846511	57	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	1829	141	0	0	0	0	78	0	0
input/resources/library/FHIRHelpers.json	1692100	100	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	3280	249	0	0	0	0	112	0	0
input/resources/library/IMMZCommon.json	542206	63	0	0	0	0	0	0	1	122	0	0	0	0	0	0	0	0	0	0	1098	151	0	0	0	0	46	0	0
input/resources/library/IMMZCommonIzDataElements.json	53773	12	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	118	43	0	0	0	0	6	0	0
input/resources/library/IMMZConcepts.json	62112	16	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	146	23	0	0	0	0	3	0	0
input/resources/library/IMMZConfig.json	77163	22	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	0	0	173	28	0	0	0	0	5	0	0
input/resources/library/IMMZD2DTMeasles.json	505751	57	0	0	0	0	0	0	1	92	0	0	0	0	0	0	0	0	0	0	1024	178	0	0	0	0	42	0	0
input/resources/library/IMMZDT08.json	460499	49	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	937	191	0	0	0	0	37	0	0
input/resources/library/IMMZINDMeasles.json	78754	15	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	170	45	0	0	0	0	7	0	0
input/resources/library/IMMZIndicatorCommon.json	24105	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	94	22	0	0	0	0	1	0	0
input/resources/library/IMMZVaccineLibrary.json	27708	12	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	69	41	0	0	0	0	3	0	0
input/resources/library/WHOCommon.json	298125	22	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	667	96	0	0	0	0	31	0	0
input/resources/library/WHOConcepts.json	19313	8	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	52	30	0	0	0	0	1	0	0
